"List_source","date_sourced","species","species_number","multiple_forms","study","trait_index","trait_name","value"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",2,"common_name","Large-flowered Magnolia"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",3,"light_level","fullsun"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",3,"light_level","partshade"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",4,"frost_tolerance","Yes"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",5,"lightfrost_tolerance","Yes"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",7,"drought_tolerance","No"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",9,"wind_tolerance","No"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",10,"heat_tolerance","No"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",11,"pollution_tolerance","Yes"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",15,"shade_tolerance","Yes"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",17,"soil_type","clay"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",17,"soil_type","loam"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",17,"soil_type","sand"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",19,"soil_character","fertile"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",19,"soil_character","moist"
"Maps_Hugh","30/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",20,"soil_fertility","high"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",21,"soil_pH","acid"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",21,"soil_pH","neutral"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",21,"soil_pH","slight_alkaline"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",22,"establishment_care","frostprotection"
"Maps_Hugh","1/08/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",23,"ideal_conditions","acidic"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",23,"ideal_conditions","lateral_space"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",23,"ideal_conditions","partshade"
"Maps_Hugh","1/08/2018","Magnolia grandiflora Little Gem",1,"Yes","Metrotrees",24,"habit","compact"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",24,"habit","dense"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",25,"multistem_development","Yes"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",26,"form","medtree"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",26,"form","smalltree"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",29,"max_height","8"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",30,"height","5"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",31,"min_height","4"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",32,"max_width","5"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",33,"width","3"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",34,"min_width","2"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",36,"canopy_shape","columnar"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",36,"canopy_shape","oval"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",38,"longevity","medium (20 -50 years)"
"Maps_Hugh","30/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",39,"leaf_loss","evergreen"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",40,"leaf_description","elliptical"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",41,"foliage_colour","bronze"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",41,"foliage_colour","darkgreen"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",41,"foliage_colour","glossygreen"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",42,"flower_description","cluster"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",42,"flower_description","cup_shaped"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",42,"flower_description","large"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",43,"flower_colour","white"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",44,"flower_period","Spring"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",44,"flower_period","Summer"
"Maps_Hugh","1/08/2018","Magnolia grandiflora Little Gem",1,"Yes","Metrotrees",44,"flower_period","warm_weather"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",45,"other_feature","fragrant_flowers"
"Maps_Hugh","1/08/2018","Magnolia grandiflora Little Gem",1,"Yes","Metrotrees",45,"other_feature","glossy_foliage"
"Maps_Hugh","1/08/2018","Magnolia grandiflora Little Gem",1,"Yes","Metrotrees",45,"other_feature","rusty_leaf_underside"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",45,"other_feature","showey_flower"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",46,"bark_appearance","grey"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",47,"bark_texture","smooth"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",48,"fruit_type","elongated"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",48,"fruit_type","ovoid"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",49,"fruit_colour","pink"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",51,"seasonal_colour","brown"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",52,"juvenile_traits","bushy_habit"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",52,"juvenile_traits","flowers"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",53,"placement","balcony"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",53,"placement","potplant"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",53,"placement","street"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",54,"purpose","featuretree"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",54,"purpose","screen"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",55,"climate_of_origin","temperate"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Sydney_water",56,"country_of_origin","USA"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",58,"ecological_services","pollinator"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",59,"maintenance_level","medium"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",60,"maintenance_activities","pruning"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",60,"maintenance_activities","watering"
"Maps_Hugh","22/05/2018","Magnolia grandiflora Little Gem",1,"Yes","Plant_selector_plus",61,"supp_watering","low"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","MissouriBG",61,"supp_watering","medium"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",64,"pestdisease_risk","low"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",65,"pests_diseases","aphids"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","Treemovals",65,"pests_diseases","scale"
"Maps_Hugh","9/07/2018","Magnolia grandiflora Little Gem",1,"Yes","UoF_EDIS",67,"invasive_roots","non_invasive"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","PlantNET",1,"synonyms","Cupania anacardioides"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",2,"common_name","Beach tamarind"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",2,"common_name","Carrotwood"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",2,"common_name","Green-leafed tamarind"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","UoF_EDIS",2,"common_name","Tuckeroo"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",3,"light_level","fullsun"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",3,"light_level","partshade"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",4,"frost_tolerance","No"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",4,"frost_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",5,"lightfrost_tolerance","No"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",7,"drought_tolerance","Yes"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Australianplants",7,"drought_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","CABI",8,"salinity_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","ATRP",9,"wind_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",10,"heat_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",11,"pollution_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",12,"coastal_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","ATRP",12,"coastal_tolerance","Yes"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",14,"waterlogging_tolerance","No"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Australianplants",17,"soil_type","clay"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",17,"soil_type","loam"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",17,"soil_type","sand"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",18,"soil_volume","30_40"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",19,"soil_character","most"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Australianplants",19,"soil_character","welldrained"
"Maps_Hugh","30/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",20,"soil_fertility","any"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",20,"soil_fertility","low"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",21,"soil_pH","acid"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",21,"soil_pH","alkaline"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",21,"soil_pH","neutral"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",22,"establishment_care","frostprotection"
"Maps_Hugh","1/08/2018","Cupaniopsis anacardioides",2,"","Australianplantsonline",22,"establishment_care","mulching"
"Maps_Hugh","1/08/2018","Cupaniopsis anacardioides",2,"","Australianplantsonline",22,"establishment_care","pruning"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",22,"establishment_care","water"
"Maps_Hugh","1/08/2018","Cupaniopsis anacardioides",2,"","Australianplantsonline",23,"ideal_conditions","fertile"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",24,"habit","dense"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",24,"habit","spreading"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","UoF_EDIS",25,"multistem_development","No"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","PlantNET",26,"form","medtree"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","PlantNET",26,"form","smalltree"
"Maps_Hugh","30/07/2018","Cupaniopsis anacardioides",2,"","Gardeningwithangus",28,"max_height_nature","15"
"Maps_Hugh","1/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",29,"max_height","8"
"Maps_Hugh","2/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",31,"min_height","5"
"Maps_Hugh","3/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",32,"max_width","7"
"Maps_Hugh","4/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",34,"min_width","5"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",35,"growth_rate","fast"
"Maps_Hugh","5/07/2018","Cupaniopsis anacardioides",2,"","AUB",35,"growth_rate","medium"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",36,"canopy_shape","domed"
"Maps_Hugh","6/07/2018","Cupaniopsis anacardioides",2,"","CABI",36,"canopy_shape","rounded"
"Maps_Hugh","7/07/2018","Cupaniopsis anacardioides",2,"","CABI",37,"shade","dense"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",38,"longevity","medium (20 -50 years)"
"Maps_Hugh","30/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",39,"leaf_loss","evergreen"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",40,"leaf_description","elliptical"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",40,"leaf_description","oblong"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",40,"leaf_description","smooth_margin"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",41,"foliage_colour","glossygreen"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","AUB",41,"foliage_colour","green"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",42,"flower_description","panicle"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Sydney_water",43,"flower_colour","inconspicuous"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",43,"flower_colour","white"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",44,"flower_period","Autumn"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",45,"other_feature","showey_fruit"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",46,"bark_appearance","brown"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",46,"bark_appearance","grey"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",47,"bark_texture","lined"
"Maps_Hugh","10/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",48,"fruit_type","small"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",49,"fruit_colour","orange"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Sydney_water",49,"fruit_colour","red"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",49,"fruit_colour","yellow"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",50,"fruit_period","Spring"
"Maps_Hugh","10/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",52,"juvenile_traits","fast_growing"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",53,"placement","garden"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",53,"placement","park"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",53,"placement","street"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",54,"purpose","featuretree"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","rockhamptoncouncil",54,"purpose","fire_retardant"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",54,"purpose","shade"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","ATRP",55,"climate_of_origin","temperate"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","ATRP",55,"climate_of_origin","tropical"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",56,"country_of_origin","Australia"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","ATRP",58,"ecological_services","bird"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",59,"maintenance_level","low"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",60,"maintenance_activities","pruning"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",60,"maintenance_activities","pruning"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","AUB",64,"pestdisease_risk","low"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Treemovals",65,"pests_diseases","borer"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Selectree",65,"pests_diseases","verticillium_wilt"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","Selectree",66,"risk","fruitfall"
"Maps_Hugh","31/07/2018","Cupaniopsis anacardioides",2,"","Yambatreeselection",66,"risk","infrastructure_damage"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","AUB",66,"risk","litterfall"
"Maps_Hugh","9/07/2018","Cupaniopsis anacardioides",2,"","Australianplants",67,"invasive_roots","non_invasive"
"Maps_Hugh","22/05/2018","Cupaniopsis anacardioides",2,"","UoF_EDIS",68,"root_depth","deep"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Stirlingwa",1,"synonyms","Jacaranda mimosaefolia"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Stirlingwa",2,"common_name","Brazilian Rosewood"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","BioNET",2,"common_name","Jacaranda"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",3,"light_level","fullsun"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",4,"frost_tolerance","No"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",5,"lightfrost_tolerance","Yes"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",5,"lightfrost_tolerance","Yes"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",7,"drought_tolerance","Yes"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",7,"drought_tolerance","Yes"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",9,"wind_tolerance","No"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",10,"heat_tolerance","Yes"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Stirlingwa",11,"pollution_tolerance","Yes"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","UoF_EDIS",12,"coastal_tolerance","No"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",12,"coastal_tolerance","No"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",12,"coastal_tolerance","Yes"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",14,"waterlogging_tolerance","No"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",15,"shade_tolerance","No"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",16,"soilcompaction_tolerance","Yes"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",17,"soil_type","clay"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",17,"soil_type","loam"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",17,"soil_type","loam"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",17,"soil_type","sand"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",17,"soil_type","sand"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",18,"soil_volume","60_80"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",19,"soil_character","welldrained"
"Maps_Hugh","30/07/2018","Jacaranda mimosifolia",3,"Yes","Plantmark",20,"soil_fertility","high"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Plantmark",20,"soil_fertility","medium"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",21,"soil_pH","alkaline"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",21,"soil_pH","neutral"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",21,"soil_pH","slight_acid"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",22,"establishment_care","frostprotection"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","WatercorpWA",22,"establishment_care","pruning"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",22,"establishment_care","water"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",23,"ideal_conditions","flowers_fullsun"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","UoF_EDIS",23,"ideal_conditions","lateral_space"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",23,"ideal_conditions","moist"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Usefultropicalplants",23,"ideal_conditions","well_drained"
"Maps_Hugh","9/07/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",24,"habit","spreading"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",25,"multistem_development","Yes"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",26,"form","medtree"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","BioNET",28,"max_height_nature","15"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",29,"max_height","10"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",30,"height","10"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",31,"min_height","8"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",32,"max_width","10"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",33,"width","6"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",34,"min_width","8"
"Maps_Hugh","1/08/2018","Jacaranda mimosifolia",3,"Yes","Specialtytrees",35,"growth_rate","climate_dependant"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",35,"growth_rate","fast"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Plant_selector_plus",36,"canopy_shape","open"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",36,"canopy_shape","rounded"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","BioNET",37,"shade","dense"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",37,"shade","light"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",38,"longevity","long (> 50 years)"
"Maps_Hugh","30/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",39,"leaf_loss","deciduous"
"Maps_Hugh","31/07/2018","Jacaranda mimosifolia",3,"Yes","Yambatreeselection",39,"leaf_loss","semi_deciduous"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",40,"leaf_description","fine"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",40,"leaf_description","frond"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",40,"leaf_description","linear"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",41,"foliage_colour","green"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","AUB",42,"flower_description","spike"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",43,"flower_colour","purple"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",44,"flower_period","Spring"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",44,"flower_period","Summer"
"Maps_Hugh","1/08/2018","Jacaranda mimosifolia",3,"Yes","Specialtytrees",44,"flower_period","warm_weather"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","Yarraranges",45,"other_feature","lowbranching"
"Maps_Hugh","22/05/2018","Jacaranda mimosifolia",3,"Yes","Sydney_water",45,"other_feature","showey_flower"
"Maps_Hugh","10/07/2018","Jacaranda mimosifolia",3,"Yes","UoF_EDIS",46,"bark_appearance","grey"
